name,annee,value,category,Correspondance_2,Correspondance_3,Correspondance_4,Correspondance_5,Trafic,nb_lignes,date
 TELEGRAPHE , 2015 , 6024 , 11 ,  ,  ,  ,  , 1823734 , 1 , 2015-01-01 
 TEMPLE , 2015 , 8724 , 3 ,  ,  ,  ,  , 1194283 , 1 , 2015-01-01 
 TERNES , 2015 , 9912 , 2 ,  ,  ,  ,  , 3329214 , 1 , 2015-01-01 
 TOLBIAC , 2015 , 7229 , 7 ,  ,  ,  ,  , 3191066 , 1 , 2015-01-01 
 TRINITE-D'ESTIENNE  D'ORVES , 2015 , 8693 , 12 ,  ,  ,  ,  , 1876512 , 1 , 2015-01-01 
 TROCADERO , 2015 , 9109 , 6 , 9 ,  ,  ,  , 9327124 , 2 , 2015-01-01 
 TUILERIES , 2015 , 11086 , 1 ,  ,  ,  ,  , 2614837 , 1 , 2015-01-01 
 VANEAU , 2015 , 10548 , 10 ,  ,  ,  ,  , 1028480 , 1 , 2015-01-01 
 VARENNE , 2015 , 11771 , 13 ,  ,  ,  ,  , 1241311 , 1 , 2015-01-01 
 VAUGIRARD  (ADOLPHE  CHERIOU) , 2015 , 8019 , 12 ,  ,  ,  ,  , 3445009 , 1 , 2015-01-01 
 VAVIN , 2015 , 10014 , 4 ,  ,  ,  ,  , 2021987 , 1 , 2015-01-01 
 VICTOR  HUGO , 2015 , 9220 , 2 ,  ,  ,  ,  , 3841033 , 1 , 2015-01-01 
 VILLIERS , 2015 , 8568 , 2 , 3 ,  ,  ,  , 5667552 , 2 , 2015-01-01 
 VOLONTAIRES , 2015 , 8211 , 12 ,  ,  ,  ,  , 2362771 , 1 , 2015-01-01 
 VOLTAIRE  (LEON  BLUM) , 2015 , 7677 , 9 ,  ,  ,  ,  , 4975145 , 1 , 2015-01-01 
 WAGRAM , 2015 , 8474 , 3 ,  ,  ,  ,  , 2386255 , 1 , 2015-01-01 
 ABBESSES , 2016 , 8698 , 12 ,  ,  ,  ,  , 2349588 , 1 , 2016-01-01 
 ALESIA , 2016 , 8385 , 4 ,  ,  ,  ,  , 4764374 , 1 , 2016-01-01 
 ALEXANDRE  DUMAS , 2016 , 7600 , 2 ,  ,  ,  ,  , 3439879 , 1 , 2016-01-01 
 ALMA-MARCEAU , 2016 , 11765 , 9 ,  ,  ,  ,  , 4382709 , 1 , 2016-01-01 
 ANVERS , 2016 , 8375 , 2 ,  ,  ,  ,  , 5643147 , 1 , 2016-01-01 
 ARGENTINE , 2016 , 9279 , 1 ,  ,  ,  ,  , 3026210 , 1 , 2016-01-01 
 ARTS  ET  METIERS , 2016 , 9303 , 3 , 11 ,  ,  ,  , 4011632 , 2 , 2016-01-01 
 ASSEMBLEE  NATIONALE , 2016 , 14219 , 12 ,  ,  ,  ,  , 1063551 , 1 , 2016-01-01 
 AUSTERLITZ , 2016 , 9549 , 5 , 10 ,  ,  ,  , 9887549 , 2 , 2016-01-01 
 AVENUE  EMILE  ZOLA , 2016 , 8966 , 10 ,  ,  ,  ,  , 1479759 , 1 , 2016-01-01 
 AVRON , 2016 , 7298 , 2 ,  ,  ,  ,  , 1871024 , 1 , 2016-01-01 
 BALARD , 2016 , 7502 , 8 ,  ,  ,  ,  , 5626040 , 1 , 2016-01-01 
 BARBES-ROCHECHOUART , 2016 , 7224 , 2 , 4 ,  ,  ,  , 7974496 , 2 , 2016-01-01 
 BASTILLE , 2016 , 10654 , 1 , 5 , 8 ,  ,  , 13151192 , 3 , 2016-01-01 
 BEL-AIR , 2016 , 7322 , 6 ,  ,  ,  ,  , 2247926 , 1 , 2016-01-01 
 BELLEVILLE , 2016 , 6682 , 2 , 11 ,  ,  ,  , 10735544 , 2 , 2016-01-01 
 BERCY , 2016 , 7764 , 6 , 14 ,  ,  ,  , 6311543 , 2 , 2016-01-01 
 BIBLIOTHEQUE  FRANCOIS  MITTERRAND , 2016 , 7972 , 14 ,  ,  ,  ,  , 19754334 , 1 , 2016-01-01 
 BIR-HAKEIM  (GRENELLE) , 2016 , 8606 , 6 ,  ,  ,  ,  , 6903648 , 1 , 2016-01-01 
 BLANCHE , 2016 , 8585 , 2 ,  ,  ,  ,  , 3893362 , 1 , 2016-01-01 
 BOISSIERE , 2016 , 9654 , 6 ,  ,  ,  ,  , 1919511 , 1 , 2016-01-01 
 BOLIVAR , 2016 , 6979 , 7bis ,  ,  ,  ,  , 546780 , 1 , 2016-01-01 
 BONNE  NOUVELLE , 2016 , 9109 , 8 , 9 ,  ,  ,  , 4583027 , 2 , 2016-01-01 
 BOTZARIS , 2016 , 6616 , 7bis ,  ,  ,  ,  , 993450 , 1 , 2016-01-01 
 BOUCICAUT , 2016 , 8267 , 8 ,  ,  ,  ,  , 3152108 , 1 , 2016-01-01 
 BOURSE , 2016 , 9377 , 3 ,  ,  ,  ,  , 3386481 , 1 , 2016-01-01 
 BREGUET-SABIN , 2016 , 10372 , 5 ,  ,  ,  ,  , 1791352 , 1 , 2016-01-01 
 BROCHANT , 2016 , 7540 , 13 ,  ,  ,  ,  , 2984525 , 1 , 2016-01-01 
 BUTTES-CHAUMONT , 2016 , 6383 , 7bis ,  ,  ,  ,  , 545750 , 1 , 2016-01-01 
 BUZENVAL , 2016 , 7142 , 9 ,  ,  ,  ,  , 1941769 , 1 , 2016-01-01 
 CADET , 2016 , 8659 , 7 ,  ,  ,  ,  , 3042484 , 1 , 2016-01-01 
 CAMBRONNE , 2016 , 9259 , 6 ,  ,  ,  ,  , 2524418 , 1 , 2016-01-01 
 CAMPO-FORMIO , 2016 , 8986 , 5 ,  ,  ,  ,  , 1335450 , 1 , 2016-01-01 
 CARDINAL-LEMOINE , 2016 , 10627 , 10 ,  ,  ,  ,  , 1663781 , 1 , 2016-01-01 
 CENSIER-DAUBENTON , 2016 , 9581 , 7 ,  ,  ,  ,  , 3385284 , 1 , 2016-01-01 
 CHAMPS-ELYSEES-CLEMENCEAU , 2016 , 11468 , 1 , 13 ,  ,  ,  , 4006171 , 2 , 2016-01-01 
 CHARDON-LAGACHE , 2016 , 8148 , 10 ,  ,  ,  ,  , 692665 , 1 , 2016-01-01 
 CHARLES  DE  GAULLE  ETOILE , 2016 , 9358 , 1 , 2 , 6 ,  ,  , 7296559 , 3 , 2016-01-01 
 CHARLES  MICHELS , 2016 , 8325 , 10 ,  ,  ,  ,  , 4601730 , 1 , 2016-01-01 
 CHARONNE , 2016 , 7834 , 9 ,  ,  ,  ,  , 3652338 , 1 , 2016-01-01 
 CHATEAU  D'EAU , 2016 , 8451 , 4 ,  ,  ,  ,  , 3878260 , 1 , 2016-01-01 
 CHATEAU  ROUGE , 2016 , 7048 , 4 ,  ,  ,  ,  , 7306788 , 1 , 2016-01-01 
 CHATEAU-LANDON , 2016 , 8456 , 7 ,  ,  ,  ,  , 1759434 , 1 , 2016-01-01 
 CHATELET , 2016 , 10015 , 1 , 4 , 7 , 11 , 14 , 10766712 , 5 , 2016-01-01 
 CHAUSSEE  D'ANTIN  (LA  FAYETTE) , 2016 , 9227 , 7 , 9 ,  ,  ,  , 7312371 , 2 , 2016-01-01 
 CHEMIN  VERT , 2016 , 10562 , 8 ,  ,  ,  ,  , 1527533 , 1 , 2016-01-01 
 CHEVALERET , 2016 , 8285 , 6 ,  ,  ,  ,  , 3426306 , 1 , 2016-01-01 
 CITE , 2016 , 10964 , 4 ,  ,  ,  ,  , 1740572 , 1 , 2016-01-01 
 CLUNY-LA-SORBONNE , 2016 , 11185 , 10 ,  ,  ,  ,  , 2232036 , 1 , 2016-01-01 
 COLONEL  FABIEN , 2016 , 8009 , 2 ,  ,  ,  ,  , 4511921 , 1 , 2016-01-01 
 COMMERCE , 2016 , 8791 , 8 ,  ,  ,  ,  , 2864592 , 1 , 2016-01-01 
 CONCORDE , 2016 , 11577 , 1 , 8 , 12 ,  ,  , 6115023 , 3 , 2016-01-01 
 CONVENTION , 2016 , 8389 , 12 ,  ,  ,  ,  , 5275717 , 1 , 2016-01-01 
 CORENTIN  CARIOU , 2016 , 5962 , 7 ,  ,  ,  ,  , 2766678 , 1 , 2016-01-01 
 CORVISART , 2016 , 7683 , 6 ,  ,  ,  ,  , 2512122 , 1 , 2016-01-01 
 COUR  SAINT-EMILION , 2016 , 6993 , 14 ,  ,  ,  ,  , 6043808 , 1 , 2016-01-01 
 COURCELLES , 2016 , 9322 , 2 ,  ,  ,  ,  , 2557929 , 1 , 2016-01-01 
 COURONNES , 2016 , 7118 , 2 ,  ,  ,  ,  , 2897777 , 1 , 2016-01-01 
 CRIMEE , 2016 , 6004 , 7 ,  ,  ,  ,  , 5431969 , 1 , 2016-01-01 
 DANUBE , 2016 , 6028 , 7bis ,  ,  ,  ,  , 547896 , 1 , 2016-01-01 
 DAUMESNIL , 2016 , 7163 , 6 , 8 ,  ,  ,  , 4954004 , 2 , 2016-01-01 
 DENFERT-ROCHEREAU , 2016 , 9511 , 4 , 6 ,  ,  ,  , 3911586 , 2 , 2016-01-01 
 DUGOMMIER , 2016 , 7059 , 6 ,  ,  ,  ,  , 2579556 , 1 , 2016-01-01 
 DUPLEIX , 2016 , 9031 , 6 ,  ,  ,  ,  , 3221871 , 1 , 2016-01-01 
 DUROC , 2016 , 10558 , 10 , 13 ,  ,  ,  , 3596220 , 2 , 2016-01-01 
 ECOLE  MILITAIRE , 2016 , 10981 , 8 ,  ,  ,  ,  , 4468169 , 1 , 2016-01-01 
 EDGAR  QUINET , 2016 , 12366 , 6 ,  ,  ,  ,  , 2142333 , 1 , 2016-01-01 
 EGLISE  D'AUTEUIL , 2016 , 8323 , 10 ,  ,  ,  ,  , 169939 , 1 , 2016-01-01 
 ETIENNE-MARCEL , 2016 , 9566 , 4 ,  ,  ,  ,  , 2676549 , 1 , 2016-01-01 
 EUROPE , 2016 , 8856 , 3 ,  ,  ,  ,  , 1618088 , 1 , 2016-01-01 
 EXELMANS , 2016 , 7743 , 9 ,  ,  ,  ,  , 2102492 , 1 , 2016-01-01 
 FAIDHERBE-CHALIGNY , 2016 , 7725 , 8 ,  ,  ,  ,  , 3032239 , 1 , 2016-01-01 
 FALGUIERE , 2016 , 9852 , 12 ,  ,  ,  ,  , 881763 , 1 , 2016-01-01 
 FELIX  FAURE , 2016 , 8608 , 8 ,  ,  ,  ,  , 1744774 , 1 , 2016-01-01 
 FILLES  DU  CALVAIRE , 2016 , 8893 , 8 ,  ,  ,  ,  , 1606192 , 1 , 2016-01-01 
 FRANKLIN-D.ROOSEVELT , 2016 , 13635 , 1 , 9 ,  ,  ,  , 9545487 , 2 , 2016-01-01 
 GAITE , 2016 , 9146 , 13 ,  ,  ,  ,  , 2713799 , 1 , 2016-01-01 
 GAMBETTA , 2016 , 7067 , 3 , 3bis ,  ,  ,  , 6798910 , 2 , 2016-01-01 
 GARE  DE  L'EST , 2016 , 7724 , 4 , 5 , 7 ,  ,  , 22443106 , 3 , 2016-01-01 
 GARE  DE  LYON , 2016 , 7828 , 1 , 14 , A ,  ,  , 36512570 , 3 , 2016-01-01 
 GARE  DU  NORD , 2016 , 7405 , 4 , 5 ,  ,  ,  , 51141374 , 2 , 2016-01-01 
 GEORGE  V , 2016 , 11817 , 1 ,  ,  ,  ,  , 6643262 , 1 , 2016-01-01 
 GLACIERE , 2016 , 7910 , 6 ,  ,  ,  ,  , 4498939 , 1 , 2016-01-01 
 GONCOURT  (HOPITAL  SAINT-LOUIS) , 2016 , 7727 , 11 ,  ,  ,  ,  , 2192190 , 1 , 2016-01-01 
 GRANDS  BOULEVARDS  (RUE  MONTMARTRE) , 2016 , 9156 , 8 , 9 ,  ,  ,  , 6807424 , 2 , 2016-01-01 
 GUY  MOQUET , 2016 , 7082 , 13 ,  ,  ,  ,  , 4004960 , 1 , 2016-01-01 
 HAVRE-CAUMARTIN , 2016 , 9047 , 3 , 9 ,  ,  ,  , 8277127 , 2 , 2016-01-01 
 HOCHE , 2016 , 4800 ,  ,  ,  ,  ,  ,  , 1 , 2016-01-01 
 HOTEL  DE  VILLE , 2016 , 9559 , 1 , 11 ,  ,  ,  , 12307363 , 2 , 2016-01-01 
 IENA , 2016 , 9867 , 9 ,  ,  ,  ,  , 2646049 , 1 , 2016-01-01 
 INVALIDES , 2016 , 12091 , 8 , 13 ,  ,  ,  , 6540934 , 2 , 2016-01-01 
 JACQUES  BONSERGENT , 2016 , 8332 , 5 ,  ,  ,  ,  , 2477876 , 1 , 2016-01-01 
 JASMIN , 2016 , 8761 , 9 ,  ,  ,  ,  , 1935764 , 1 , 2016-01-01 
 JAURES , 2016 , 7564 , 2 , 5 , 7bis ,  ,  , 5836196 , 3 , 2016-01-01 
 JAVEL , 2016 , 8167 , 10 ,  ,  ,  ,  , 2969444 , 1 , 2016-01-01 
 JOURDAIN , 2016 , 6742 , 11 ,  ,  ,  ,  , 3029314 , 1 , 2016-01-01 
 JULES  JOFFRIN , 2016 , 7239 , 12 ,  ,  ,  ,  , 4034229 , 1 , 2016-01-01 
 JUSSIEU , 2016 , 10494 , 7 , 10 ,  ,  ,  , 4328012 , 2 , 2016-01-01 
 KLEBER , 2016 , 10279 , 6 ,  ,  ,  ,  , 1253324 , 1 , 2016-01-01 
 LA  CHAPELLE , 2016 , 7428 , 2 ,  ,  ,  ,  , 6534340 , 1 , 2016-01-01 
 LA  FOURCHE , 2016 , 7794 , 13 ,  ,  ,  ,  , 2563103 , 1 , 2016-01-01 
 LA  MOTTE-PICQUET-GRENELLE , 2016 , 9132 , 6 , 8 , 10 ,  ,  , 7958383 , 3 , 2016-01-01 
 LA  MUETTE , 2016 , 9666 , 9 ,  ,  ,  ,  , 3991922 , 1 , 2016-01-01 
 LA  TOUR  MAUBOURG , 2016 , 11226 , 8 ,  ,  ,  ,  , 2139593 , 1 , 2016-01-01 
 LAMARCK-CAULAINCOURT , 2016 , 8214 , 12 ,  ,  ,  ,  , 2704202 , 1 , 2016-01-01 
 LAUMIERE , 2016 , 6249 , 5 ,  ,  ,  ,  , 4325317 , 1 , 2016-01-01 
 LE  PELETIER , 2016 , 8775 , 7 ,  ,  ,  ,  , 2451509 , 1 , 2016-01-01 
 LEDRU-ROLLIN , 2016 , 8027 , 8 ,  ,  ,  ,  , 3777270 , 1 , 2016-01-01 
 LES  GOBELINS , 2016 , 8783 , 7 ,  ,  ,  ,  , 3377372 , 1 , 2016-01-01 
 LES  HALLES , 2016 , 9919 , 4 ,  ,  ,  ,  , 16069170 , 1 , 2016-01-01 
 LIEGE , 2016 , 8500 , 13 ,  ,  ,  ,  , 1662452 , 1 , 2016-01-01 
 LOUIS  BLANC , 2016 , 7546 , 7 , 7bis ,  ,  ,  , 2272326 , 2 , 2016-01-01 
 LOUISE  MICHEL , 2016 , 7963 ,  ,  ,  ,  ,  ,  , 1 , 2016-01-01 
 LOURMEL , 2016 , 8104 , 8 ,  ,  ,  ,  , 2301922 , 1 , 2016-01-01 
 LOUVRE-RIVOLI , 2016 , 11235 , 1 ,  ,  ,  ,  , 2633369 , 1 , 2016-01-01 
 MABILLON , 2016 , 11799 , 10 ,  ,  ,  ,  , 1859872 , 1 , 2016-01-01 
 MADELEINE , 2016 , 10200 , 8 , 12 , 14 ,  ,  , 8473016 , 3 , 2016-01-01 
 MAIRIE  DE  MONTROUGE , 2016 , 7636 ,  ,  ,  ,  ,  ,  , 1 , 2016-01-01 
 MAISON  BLANCHE , 2016 , 6906 , 7 ,  ,  ,  ,  , 1803381 , 1 , 2016-01-01 
 MALESHERBES , 2016 , 8785 , 3 ,  ,  ,  ,  , 2406916 , 1 , 2016-01-01 
 MARAICHERS , 2016 , 6851 , 9 ,  ,  ,  ,  , 2608017 , 1 , 2016-01-01 
 MARCADET-POISSONNIERS , 2016 , 6895 , 4 , 12 ,  ,  ,  , 5973655 , 2 , 2016-01-01 
 MARX  DORMOY , 2016 , 6403 , 12 ,  ,  ,  ,  , 3359946 , 1 , 2016-01-01 
 MAUBERT-MUTUALITE , 2016 , 11017 , 10 ,  ,  ,  ,  , 2226690 , 1 , 2016-01-01 
 MENILMONTANT , 2016 , 7340 , 2 ,  ,  ,  ,  , 3943809 , 1 , 2016-01-01 
 MICHEL  BIZOT , 2016 , 7268 , 8 ,  ,  ,  ,  , 1906545 , 1 , 2016-01-01 
 MICHEL-ANGE-AUTEUIL , 2016 , 7930 , 9 , 10 ,  ,  ,  , 2042174 , 2 , 2016-01-01 
 MICHEL-ANGE-MOLITOR , 2016 , 7626 , 9 , 10 ,  ,  ,  , 2247014 , 2 , 2016-01-01 
 MIRABEAU , 2016 , 8156 , 10 ,  ,  ,  ,  , 1377611 , 1 , 2016-01-01 
 MIROMESNIL , 2016 , 9611 , 9 , 13 ,  ,  ,  , 5908201 , 2 , 2016-01-01 
 MONCEAU , 2016 , 9136 , 2 ,  ,  ,  ,  , 1672269 , 1 , 2016-01-01 
 MONTGALLET , 2016 , 7641 , 8 ,  ,  ,  ,  , 1596702 , 1 , 2016-01-01 
 MONTPARNASSE , 2016 , 9815 , 4 , 6 , 12 , 13 ,  , 29857740 , 4 , 2016-01-01 
 MOUTON-DUVERNET , 2016 , 7789 , 4 ,  ,  ,  ,  , 1583761 , 1 , 2016-01-01 
 NATION , 2016 , 7626 , 1 , 2 , 6 , 9 ,  , 8834660 , 4 , 2016-01-01 
 NATIONALE , 2016 , 7715 , 6 ,  ,  ,  ,  , 2497964 , 1 , 2016-01-01 
 NOTRE-DAME-DE-LORETTE , 2016 , 8566 , 12 ,  ,  ,  ,  , 2833104 , 1 , 2016-01-01 
 NOTRE-DAME-DES-CHAMPS , 2016 , 10449 , 12 ,  ,  ,  ,  , 2051828 , 1 , 2016-01-01 
 OBERKAMPF , 2016 , 8344 , 5 , 9 ,  ,  ,  , 4416955 , 2 , 2016-01-01 
 ODEON , 2016 , 11654 , 4 , 10 ,  ,  ,  , 5600764 , 2 , 2016-01-01 
 OLYMPIADES , 2016 , 7219 , 14 ,  ,  ,  ,  , 7912359 , 1 , 2016-01-01 
 OPERA , 2016 , 9703 , 3 , 7 , 8 ,  ,  , 10501357 , 3 , 2016-01-01 
 OURCQ , 2016 , 5965 , 5 ,  ,  ,  ,  , 3763663 , 1 , 2016-01-01 
 PALAIS  ROYAL-MUSEE  DU  LOUVRE , 2016 , 10568 , 1 , 7 ,  ,  ,  , 9592920 , 2 , 2016-01-01 
 PARMENTIER , 2016 , 7825 , 3 ,  ,  ,  ,  , 3103492 , 1 , 2016-01-01 
 PASSY , 2016 , 9758 , 6 ,  ,  ,  ,  , 3187985 , 1 , 2016-01-01 
 PASTEUR , 2016 , 8982 , 6 , 12 ,  ,  ,  , 4493457 , 2 , 2016-01-01 
 PELLEPORT , 2016 , 6668 , 3bis ,  ,  ,  ,  , 329597 , 1 , 2016-01-01 
 PERE  LACHAISE , 2016 , 7742 , 2 , 3 ,  ,  ,  , 4724592 , 2 , 2016-01-01 
 PEREIRE-LEVALLOIS , 2016 , 8480 , 3 ,  ,  ,  ,  , 4446732 , 1 , 2016-01-01 
 PERNETY , 2016 , 8151 , 13 ,  ,  ,  ,  , 3050541 , 1 , 2016-01-01 
 PHILIPPE  AUGUSTE , 2016 , 7734 , 2 ,  ,  ,  ,  , 1763562 , 1 , 2016-01-01 
 PICPUS , 2016 , 7776 , 6 ,  ,  ,  ,  , 1302314 , 1 , 2016-01-01 
 PIGALLE , 2016 , 8665 , 2 , 12 ,  ,  ,  , 5599495 , 2 , 2016-01-01 
 PLACE  D'ITALIE , 2016 , 7931 , 5 , 6 , 7 ,  ,  , 10577276 , 3 , 2016-01-01 
 PLACE  DE  CLICHY , 2016 , 8503 , 2 , 13 ,  ,  ,  , 8020440 , 2 , 2016-01-01 
 PLACE  DES  FETES , 2016 , 6579 , 7bis , 11 ,  ,  ,  , 2921564 , 2 , 2016-01-01 
 PLACE  MONGE  (JARDIN  DES  PLANTES) , 2016 , 10193 , 7 ,  ,  ,  ,  , 2828772 , 1 , 2016-01-01 
 PLAISANCE , 2016 , 8155 , 13 ,  ,  ,  ,  , 4784211 , 1 , 2016-01-01 
 POISSONNIERE , 2016 , 8218 , 7 ,  ,  ,  ,  , 3466034 , 1 , 2016-01-01 
 PONT-MARIE  (CITE  DES  ARTS) , 2016 , 11415 , 7 ,  ,  ,  ,  , 1733641 , 1 , 2016-01-01 
 PONT-NEUF  (LA  MONNAIE) , 2016 , 10725 , 7 ,  ,  ,  ,  , 1546517 , 1 , 2016-01-01 
 PORTE  D'AUTEUIL , 2016 , 7442 , 10 ,  ,  ,  ,  , 622094 , 1 , 2016-01-01 
 PORTE  D'ITALIE , 2016 , 6923 , 7 ,  ,  ,  ,  , 2363639 , 1 , 2016-01-01 
 PORTE  D'ORLEANS , 2016 , 7985 , 4 ,  ,  ,  ,  , 6259225 , 1 , 2016-01-01 
 PORTE  DAUPHINE , 2016 , 9618 , 2 ,  ,  ,  ,  , 2932159 , 1 , 2016-01-01 
 PORTE  DE  BAGNOLET , 2016 , 7054 , 3 ,  ,  ,  ,  , 4020800 , 1 , 2016-01-01 
 PORTE  DE  CHAMPERRET , 2016 , 8643 , 3 ,  ,  ,  ,  , 3189251 , 1 , 2016-01-01 
 PORTE  DE  CHARENTON , 2016 , 7125 , 8 ,  ,  ,  ,  , 2105924 , 1 , 2016-01-01 
 PORTE  DE  CHOISY , 2016 , 6393 , 7 ,  ,  ,  ,  , 2598026 , 1 , 2016-01-01 
 PORTE  DE  CLICHY , 2016 , 7473 , 13 ,  ,  ,  ,  , 4495978 , 1 , 2016-01-01 
 PORTE  DE  CLIGNANCOURT , 2016 , 6611 , 4 ,  ,  ,  ,  , 8393535 , 1 , 2016-01-01 
 PORTE  DE  LA  CHAPELLE , 2016 , 5975 , 12 ,  ,  ,  ,  , 2379751 , 1 , 2016-01-01 
 PORTE  DE  LA  VILLETTE , 2016 , 6055 , 7 ,  ,  ,  ,  , 4159555 , 1 , 2016-01-01 
 PORTE  DE  MONTREUIL , 2016 , 6430 , 9 ,  ,  ,  ,  , 4344016 , 1 , 2016-01-01 
 PORTE  DE  PANTIN , 2016 , 6275 , 5 ,  ,  ,  ,  , 5615256 , 1 , 2016-01-01 
 PORTE  DE  SAINT-CLOUD , 2016 , 7458 , 9 ,  ,  ,  ,  , 5174694 , 1 , 2016-01-01 
 PORTE  DE  SAINT-OUEN , 2016 , 6906 , 13 ,  ,  ,  ,  , 3761155 , 1 , 2016-01-01 
 PORTE  DE  VANVES , 2016 , 7630 , 13 ,  ,  ,  ,  , 4660158 , 1 , 2016-01-01 
 PORTE  DE  VERSAILLES , 2016 , 7880 , 12 ,  ,  ,  ,  , 5823995 , 1 , 2016-01-01 
 PORTE  DE  VINCENNES , 2016 , 7408 , 1 ,  ,  ,  ,  , 7633984 , 1 , 2016-01-01 
 PORTE  DES  LILAS , 2016 , 5693 , 3bis , 11 ,  ,  ,  , 3439385 , 2 , 2016-01-01 
 PORTE  DOREE , 2016 , 7126 , 8 ,  ,  ,  ,  , 2763236 , 1 , 2016-01-01 
 PORTE  MAILLOT , 2016 , 8888 , 1 ,  ,  ,  ,  , 8226552 , 1 , 2016-01-01 
 PRE  SAINT-GERVAIS , 2016 , 5888 , 7bis ,  ,  ,  ,  , 386948 , 1 , 2016-01-01 
 PYRAMIDES , 2016 , 10336 , 7 , 14 ,  ,  ,  , 6069724 , 2 , 2016-01-01 
 PYRENEES , 2016 , 6456 , 11 ,  ,  ,  ,  , 2920049 , 1 , 2016-01-01 
 QUAI  DE  LA  GARE , 2016 , 8568 , 6 ,  ,  ,  ,  , 3033927 , 1 , 2016-01-01 
 QUAI  DE  LA  RAPEE , 2016 , 7968 , 5 ,  ,  ,  ,  , 1155002 , 1 , 2016-01-01 
 QUATRE  SEPTEMBRE , 2016 , 9642 , 3 ,  ,  ,  ,  , 1997741 , 1 , 2016-01-01 
 RAMBUTEAU , 2016 , 9597 , 11 ,  ,  ,  ,  , 3219510 , 1 , 2016-01-01 
 RANELAGH , 2016 , 9050 , 9 ,  ,  ,  ,  , 2314539 , 1 , 2016-01-01 
 RASPAIL , 2016 , 12162 , 4 , 6 ,  ,  ,  , 1887146 , 2 , 2016-01-01 
 REAUMUR-SEBASTOPOL , 2016 , 9323 , 3 , 4 ,  ,  ,  , 5291106 , 2 , 2016-01-01 
 RENNES , 2016 , 11979 , 12 ,  ,  ,  ,  , 1181641 , 1 , 2016-01-01 
 REPUBLIQUE , 2016 , 8792 , 3 , 5 , 8 , 9 , 11 , 16596521 , 5 , 2016-01-01 
 REUILLY-DIDEROT , 2016 , 7680 , 1 , 8 ,  ,  ,  , 6328040 , 2 , 2016-01-01 
 RICHARD  LENOIR , 2016 , 8270 , 5 ,  ,  ,  ,  , 2422197 , 1 , 2016-01-01 
 RICHELIEU-DROUOT , 2016 , 8958 , 8 , 9 ,  ,  ,  , 5014491 , 2 , 2016-01-01 
 RIQUET , 2016 , 6235 , 7 ,  ,  ,  ,  , 2312581 , 1 , 2016-01-01 
 ROME , 2016 , 8736 , 2 ,  ,  ,  ,  , 2753714 , 1 , 2016-01-01 
 RUE  DE  LA  POMPE  (AVENUE  GEORGES  MANDEL) , 2016 , 9827 , 9 ,  ,  ,  ,  , 3004505 , 1 , 2016-01-01 
 RUE  DES  BOULETS , 2016 , 7702 , 9 ,  ,  ,  ,  , 2583609 , 1 , 2016-01-01 
 RUE  DU  BAC , 2016 , 13795 , 12 ,  ,  ,  ,  , 2304665 , 1 , 2016-01-01 
 SAINT-AMBROISE , 2016 , 8141 , 9 ,  ,  ,  ,  , 2977955 , 1 , 2016-01-01 
 SAINT-AUGUSTIN , 2016 , 9261 , 9 ,  ,  ,  ,  , 3052723 , 1 , 2016-01-01 
 SAINT-FARGEAU , 2016 , 6057 , 3bis ,  ,  ,  ,  , 716699 , 1 , 2016-01-01 
 SAINT-FRANCOIS-XAVIER , 2016 , 11739 , 13 ,  ,  ,  ,  , 1701996 , 1 , 2016-01-01 
 SAINT-GEORGES , 2016 , 8528 , 12 ,  ,  ,  ,  , 1135274 , 1 , 2016-01-01 
 SAINT-GERMAIN-DES-PRES , 2016 , 11922 , 4 ,  ,  ,  ,  , 3866889 , 1 , 2016-01-01 
 SAINT-JACQUES , 2016 , 7007 , 6 ,  ,  ,  ,  , 1954772 , 1 , 2016-01-01 
 SAINT-LAZARE , 2016 , 8649 , 3 , 9 , 12 , 13 , 14 , 46923920 , 5 , 2016-01-01 
 SAINT-MANDE , 2016 , 6118 ,  ,  ,  ,  ,  ,  , 1 , 2016-01-01 
 SAINT-MARCEL , 2016 , 9121 , 5 ,  ,  ,  ,  , 2131369 , 1 , 2016-01-01 
 SAINT-MAUR , 2016 , 7714 , 3 ,  ,  ,  ,  , 2924501 , 1 , 2016-01-01 
 SAINT-MICHEL , 2016 , 11581 , 4 ,  ,  ,  ,  , 6286034 , 1 , 2016-01-01 
 SAINT-PAUL  (LE  MARAIS) , 2016 , 12581 , 1 ,  ,  ,  ,  , 6502842 , 1 , 2016-01-01 
 SAINT-PHILIPPE-DU-ROULE , 2016 , 10871 , 9 ,  ,  ,  ,  , 3187997 , 1 , 2016-01-01 
 SAINT-PLACIDE , 2016 , 11094 , 4 ,  ,  ,  ,  , 3304968 , 1 , 2016-01-01 
 SAINT-SEBASTIEN  FROISSART , 2016 , 9032 , 8 ,  ,  ,  ,  , 1685816 , 1 , 2016-01-01 
 SAINT-SULPICE , 2016 , 12240 , 4 ,  ,  ,  ,  , 2287634 , 1 , 2016-01-01 
 SEGUR , 2016 , 9273 , 10 ,  ,  ,  ,  , 1669348 , 1 , 2016-01-01 
 SENTIER , 2016 , 9546 , 3 ,  ,  ,  ,  , 3420249 , 1 , 2016-01-01 
 SEVRES-BABYLONE , 2016 , 12585 , 10 , 12 ,  ,  ,  , 5037509 , 2 , 2016-01-01 
